sensor_reading,noise_level,rolling_avg,reading_diff,pga,snr,p_wave_detected,ttf_seconds
4.86,0.23,4.87,0.09,0.75,9.6,1,18
5.43,0.24,5.63,0.09,0.78,8.91,1,15
4.9,0.65,4.99,0.14,0.86,17.87,1,16
4.77,0.06,4.63,0.07,0.53,18.7,1,15
5.83,0.17,5.5,0.08,0.78,8.07,1,15
4.6,0.63,3.89,0.02,0.81,7.77,1,19
3.4,0.51,3.45,0.08,0.91,17.44,1,16
5.27,0.05,5.1,0.05,0.63,4.45,1,16
4.18,0.31,3.92,0.11,0.82,16.2,1,18
6.87,0.14,7.12,0.12,0.98,5.02,1,18
5.0,0.56,4.57,0.01,0.84,17.11,1,13
5.6,-0.04,5.52,0.13,0.97,14.86,1,19
4.05,0.49,4.0,0.01,0.81,20.03,1,15
3.78,0.08,3.95,0.12,1.08,10.39,1,10
3.8,0.27,3.29,0.08,1.35,13.41,1,18
4.35,0.4,4.26,0.08,1.03,25.17,1,10
4.11,0.43,4.03,0.1,0.28,22.4,1,5
5.38,0.29,5.32,0.04,0.63,20.11,1,16
4.92,0.64,4.33,0.09,0.71,18.3,1,15
4.2,0.66,4.59,0.03,0.98,17.03,1,20
4.29,0.53,4.29,0.07,0.81,14.61,1,15
5.76,0.63,5.38,0.06,0.67,23.78,1,19
5.22,0.5,5.39,0.1,0.57,10.74,1,14
5.34,0.38,5.97,0.07,0.83,2.71,1,14
5.81,0.69,6.1,0.08,0.82,16.93,1,19
4.42,0.28,4.54,0.05,1.01,14.75,1,19
7.69,0.27,8.15,0.15,0.35,15.55,1,17
5.34,0.46,5.55,0.07,0.84,7.42,1,17
6.93,0.48,6.8,0.13,0.95,14.92,1,20
6.09,0.51,6.09,0.15,0.96,12.15,1,18
4.61,-0.06,4.17,0.08,0.55,18.86,1,12
5.78,0.28,5.51,0.1,0.79,15.06,1,16
3.86,0.44,4.28,0.03,0.95,18.91,1,20
3.7,0.45,4.01,0.09,0.9,14.7,1,17
6.6,0.28,6.56,0.16,0.87,10.98,1,12
5.71,0.45,5.77,0.1,1.14,8.48,1,19
6.54,0.31,6.76,0.06,0.51,10.55,1,4
5.01,0.5,4.87,0.13,0.81,14.27,1,15
2.4,0.18,2.49,0.1,1.16,25.04,1,19
5.98,0.67,5.46,0.07,0.63,27.32,1,14
5.14,0.34,5.18,0.12,0.36,19.26,1,14
5.91,0.4,6.19,0.14,0.84,17.99,1,16
5.76,0.35,5.58,0.14,0.73,11.01,1,12
5.73,0.22,5.58,0.07,0.88,10.44,1,19
6.09,0.15,6.0,0.03,0.67,15.3,1,15
4.89,0.5,4.53,0.14,0.86,22.72,1,17
5.88,-0.07,5.83,0.03,0.58,16.95,1,15
3.6,0.08,3.86,0.09,0.81,19.88,1,16
3.18,0.39,2.9,0.1,1.19,1.53,1,19
5.46,0.7,5.69,0.16,0.73,17.33,1,16
2.73,0.2,2.92,0.14,0.67,12.15,1,10
4.59,0.07,4.61,0.07,0.95,12.19,1,20
5.49,0.37,5.06,0.05,0.87,19.65,1,19
5.68,0.15,5.66,0.15,0.49,17.38,1,12
6.67,0.19,5.71,0.03,0.66,12.37,1,14
3.06,0.44,3.39,-0.0,0.88,14.45,1,21
4.89,0.47,4.96,0.13,1.14,19.74,1,22
4.89,0.36,5.01,0.07,0.82,15.25,1,14
4.88,0.16,4.54,0.08,0.56,19.12,1,13
4.27,-0.13,4.77,0.18,0.54,13.01,1,10
4.12,0.2,4.21,0.14,0.94,17.4,1,23
4.18,0.28,3.8,0.16,0.64,14.68,1,8
4.08,0.51,4.28,0.14,0.57,18.76,1,14
6.87,0.41,6.61,0.09,0.62,13.94,1,10
4.18,0.09,3.58,0.16,0.87,13.86,1,16
4.89,-0.02,4.78,0.1,0.9,12.28,1,14
4.64,0.13,3.97,0.13,1.06,24.1,1,13
5.17,0.52,5.73,0.06,0.9,10.69,1,19
5.97,0.29,5.7,0.06,0.81,11.12,1,16
3.46,0.26,3.79,0.01,0.9,10.29,1,16
5.1,-0.04,4.76,0.1,0.86,13.55,1,14
3.4,0.06,3.62,0.07,0.9,17.02,1,13
4.48,-0.03,4.23,0.09,0.34,9.41,1,10
7.77,0.45,7.98,0.14,1.09,7.86,1,14
4.72,0.57,5.09,0.13,0.88,18.52,1,17
4.8,0.16,4.73,0.09,1.06,15.61,1,16
5.04,0.27,4.84,0.11,1.1,8.19,1,13
5.05,0.2,4.94,0.11,0.54,15.22,1,16
3.09,0.43,2.67,0.11,1.19,17.94,1,15
5.3,0.31,5.12,-0.01,0.78,14.77,1,16
5.17,0.07,5.06,0.06,0.66,14.21,1,15
5.06,0.11,4.91,0.13,0.75,7.39,1,17
3.86,0.23,3.56,0.13,0.73,15.89,1,15
4.88,0.0,4.62,0.12,0.63,5.91,1,10
5.48,0.49,5.66,0.09,0.67,13.62,1,21
5.49,0.1,5.44,0.11,0.76,23.07,1,14
5.85,0.23,5.94,0.1,1.17,18.11,1,15
4.35,0.22,4.69,0.16,0.92,17.92,1,11
3.73,0.79,3.75,0.02,0.89,17.69,1,19
5.22,0.2,5.43,0.11,0.93,8.18,1,15
3.76,0.34,3.52,0.14,0.67,14.3,1,10
6.68,0.54,6.75,0.05,1.03,18.59,1,14
4.3,0.13,4.05,0.16,0.64,17.08,1,14
4.14,0.72,4.36,0.03,1.09,26.01,1,16
7.01,0.61,7.17,0.07,0.91,9.18,1,14
3.56,0.34,3.62,0.06,0.55,14.04,1,8
6.51,0.25,6.15,0.09,0.63,12.43,1,14
5.52,0.36,5.34,0.1,0.78,22.0,1,16
6.05,0.62,5.96,0.05,0.91,18.32,1,21
5.42,0.7,5.23,0.1,0.97,22.87,1,15
4.85,0.12,5.2,0.06,0.95,9.64,1,16
4.52,0.4,4.55,0.07,0.78,26.36,1,16
4.55,0.2,4.74,0.11,1.24,14.26,1,16
4.45,0.13,4.61,0.14,0.81,16.11,1,12
3.78,0.38,3.52,0.09,0.62,9.9,1,18
4.82,0.11,5.08,0.08,0.77,25.31,1,20
3.57,0.29,3.7,0.0,0.85,10.18,1,16
4.1,0.32,4.12,0.11,0.78,15.43,1,15
3.52,0.31,4.15,0.16,0.95,8.32,1,11
2.62,0.36,2.95,0.01,0.83,14.88,1,12
5.15,0.27,5.5,0.11,1.05,15.89,1,19
5.8,0.44,6.13,0.18,0.82,8.49,1,13
5.94,0.17,5.88,0.11,0.37,19.6,1,16
5.65,0.0,6.15,0.1,0.52,23.29,1,16
3.85,0.38,3.56,0.13,0.94,10.3,1,21
6.26,0.12,5.77,0.06,0.72,15.55,1,20
5.31,0.21,5.97,0.11,0.81,13.47,1,17
3.18,0.34,3.03,0.17,0.72,20.41,1,11
4.83,0.38,4.45,0.12,0.82,10.13,1,15
4.54,-0.02,4.34,0.19,0.48,16.4,1,15
5.6,0.55,5.27,0.14,0.65,16.35,1,18
3.2,0.3,3.57,0.12,0.56,13.11,1,13
5.26,0.32,5.88,0.12,0.99,15.01,1,17
5.47,0.53,5.63,0.07,1.05,11.54,1,18
4.71,0.52,4.58,0.2,1.02,19.28,1,14
6.23,0.47,6.14,0.05,0.61,14.34,1,16
5.39,0.03,5.64,0.13,0.7,6.45,1,15
5.97,0.22,5.88,0.12,0.66,15.96,1,20
5.43,0.19,5.52,0.05,0.98,18.56,1,14
4.92,-0.07,4.48,0.14,0.48,17.75,1,10
5.6,0.42,6.06,0.12,0.92,19.95,1,21
5.3,0.18,5.15,0.1,0.98,17.71,1,14
5.34,0.63,5.35,0.11,0.93,5.48,1,14
5.03,0.32,4.47,0.1,0.79,15.58,1,19
4.44,0.45,4.1,0.12,0.75,13.75,1,17
5.31,0.32,5.42,0.13,0.91,8.62,1,16
4.2,0.65,4.22,0.1,0.56,8.9,1,13
6.21,0.44,5.78,0.15,1.04,17.87,1,12
7.19,0.02,6.62,0.05,0.79,19.93,1,19
5.76,0.31,5.76,0.14,1.09,12.4,1,18
4.64,0.24,4.94,0.15,0.79,9.62,1,13
4.09,0.11,4.63,0.11,1.14,13.33,1,17
2.85,0.42,2.89,0.09,0.78,15.49,1,10
5.18,0.54,4.61,0.1,0.75,11.69,1,12
4.71,0.18,4.97,0.08,0.73,19.98,1,10
4.68,0.23,4.78,0.13,0.52,20.06,1,12
3.94,0.4,4.33,0.21,0.96,13.67,1,18
4.56,-0.18,4.37,0.1,0.57,11.4,1,12
4.46,0.23,4.29,0.13,0.63,22.9,1,15
5.97,0.2,6.22,0.13,0.58,16.1,1,18
3.7,0.49,3.06,0.01,0.57,11.89,1,8
6.49,0.64,6.24,0.2,0.66,27.39,1,12
3.81,0.14,4.13,0.01,0.88,15.72,1,16
4.2,0.08,3.89,0.13,0.97,5.86,1,13
5.95,0.36,6.17,0.16,0.64,27.76,1,14
4.26,0.4,4.13,0.13,0.89,14.04,1,13
5.9,0.56,5.87,0.08,0.9,16.2,1,23
6.7,0.2,6.85,0.14,0.64,8.83,1,17
4.47,0.3,4.11,0.17,0.97,17.13,1,16
4.36,0.49,4.65,0.09,0.76,18.97,1,11
4.87,0.39,4.85,0.12,0.65,14.39,1,11
6.08,0.06,5.84,0.06,0.81,13.3,1,18
4.47,0.4,4.48,0.02,0.61,13.1,1,16
4.99,0.57,5.11,0.21,0.79,7.76,1,16
3.54,0.21,3.54,0.1,0.97,13.88,1,16
4.73,0.32,4.64,0.11,0.61,17.56,1,10
3.75,0.44,4.24,0.1,0.9,14.12,1,14
4.68,0.1,4.91,0.13,0.88,14.8,1,17
3.6,0.66,3.47,0.1,0.98,5.5,1,16
6.96,0.25,6.87,0.17,0.62,23.15,1,17
6.24,0.27,6.16,0.07,0.86,17.81,1,14
5.68,-0.14,5.37,0.11,1.06,15.12,1,12
5.32,0.52,5.49,0.16,0.98,15.01,1,17
5.6,0.52,5.46,0.05,0.69,3.74,1,10
3.9,0.24,4.06,0.16,0.94,10.4,1,16
3.22,-0.35,3.37,0.03,0.65,20.28,1,13
4.38,0.42,4.72,0.19,0.61,16.75,1,17
5.03,0.38,4.85,0.13,0.84,7.76,1,20
5.21,0.02,5.61,0.11,0.49,20.68,1,13
4.81,0.48,5.42,0.06,0.94,15.72,1,17
5.94,0.21,5.89,0.12,0.96,17.82,1,23
5.83,0.23,5.33,0.04,0.66,17.6,1,15
5.13,0.15,5.12,0.03,1.06,13.52,1,18
4.97,0.25,4.62,0.19,0.5,14.26,1,18
4.04,0.5,3.93,0.14,0.62,16.31,1,11
4.83,0.27,4.93,0.12,1.08,20.69,1,22
5.32,0.48,4.65,0.16,0.75,18.49,1,17
5.27,0.55,5.3,0.13,0.68,17.71,1,16
6.59,0.17,6.42,0.04,0.9,17.36,1,18
5.09,0.21,4.5,0.14,0.91,20.21,1,17
5.39,0.63,5.39,0.1,0.68,10.45,1,14
6.91,0.35,6.96,0.21,0.9,16.77,1,14
5.4,0.65,5.45,0.15,0.69,10.16,1,11
5.71,0.0,5.64,0.18,0.88,12.67,1,15
3.75,0.27,3.25,0.08,0.95,10.68,1,16
5.32,-0.01,5.34,0.14,0.82,16.05,1,17
5.76,0.54,5.6,0.09,0.31,13.75,1,8
5.27,0.18,5.12,0.16,0.8,16.41,1,17
5.45,0.17,5.36,0.08,0.76,12.09,1,11
5.84,0.45,5.55,0.14,0.72,12.72,1,15
5.8,0.28,5.6,-0.02,0.9,22.51,1,16
4.26,0.7,4.59,0.19,0.73,22.08,1,16
4.58,0.53,4.84,0.06,0.78,8.87,1,13
6.42,0.11,6.49,0.14,0.6,21.84,1,18
3.95,0.45,4.18,0.07,0.89,12.97,1,15
4.59,0.42,4.42,0.07,0.92,20.21,1,10
2.75,0.31,2.35,0.07,0.59,11.56,1,15
6.32,0.32,6.01,0.12,0.71,11.7,1,11
4.63,0.12,5.0,0.13,0.89,15.82,1,18
5.37,0.13,5.21,0.14,0.95,21.14,1,19
4.79,0.22,4.68,0.08,1.03,15.59,1,14
4.68,0.29,4.42,0.11,0.72,10.7,1,14
5.48,0.32,5.51,0.11,0.82,4.52,1,17
6.67,0.37,6.53,0.06,0.91,6.85,1,14
5.7,-0.07,5.7,0.11,0.84,21.27,1,18
5.56,0.3,5.43,0.12,0.9,24.67,1,19
5.2,0.21,5.0,0.16,1.33,16.61,1,16
5.57,0.1,5.86,0.13,0.67,12.97,1,20
6.71,0.78,6.51,0.13,0.79,4.81,1,18
4.71,0.43,4.3,0.05,0.65,16.41,1,19
4.02,0.13,4.34,0.02,0.72,16.79,1,11
4.33,0.24,4.41,0.07,1.07,13.92,1,13
5.99,0.24,5.92,0.18,0.75,4.92,1,20
6.97,0.47,6.64,0.11,0.56,21.67,1,19
6.74,0.4,6.38,-0.04,0.89,14.14,1,11
6.35,0.31,6.03,0.08,0.76,9.39,1,20
3.7,0.53,3.39,0.04,0.88,15.94,1,23
6.35,0.41,6.28,0.12,0.68,14.88,1,10
4.08,0.4,3.71,0.07,0.61,12.26,1,9
5.07,0.26,5.14,0.06,0.43,22.57,1,16
4.03,0.11,4.4,0.04,0.77,11.45,1,12
6.68,0.13,6.33,0.11,0.54,19.28,1,12
6.38,0.54,6.06,0.08,0.71,13.98,1,11
5.22,0.42,4.91,0.07,0.38,9.62,1,18
4.3,0.6,4.64,0.13,0.63,13.69,1,14
4.29,0.39,4.34,0.08,1.07,7.5,1,13
5.13,0.1,5.04,0.1,0.73,10.39,1,9
4.89,0.51,5.04,0.17,0.87,14.26,1,14
4.93,0.37,5.29,0.09,0.84,12.39,1,12
4.1,0.63,4.59,0.15,0.33,11.59,1,12
5.61,-0.05,5.63,0.12,0.79,9.97,1,15
6.23,0.29,6.03,0.08,0.86,11.61,1,17
6.7,0.34,7.37,0.16,0.62,14.89,1,14
5.64,0.46,6.1,0.03,1.0,20.89,1,14
3.69,0.23,3.42,0.21,0.97,13.17,1,10
5.56,0.3,5.65,0.04,0.67,8.81,1,15
4.94,0.43,5.03,0.13,0.7,14.12,1,12
5.59,0.37,5.81,0.15,0.72,17.09,1,13
4.58,0.48,4.43,0.03,0.53,8.57,1,11
4.74,0.61,4.3,0.11,1.18,15.57,1,22
5.21,0.31,4.86,0.09,0.86,18.98,1,22
6.06,0.62,5.83,0.1,0.82,10.54,1,18
5.56,0.29,5.64,0.15,0.55,19.19,1,15
5.06,-0.02,5.62,0.14,0.77,13.09,1,18
5.55,-0.28,4.91,0.1,0.76,22.28,1,16
4.69,0.05,4.43,0.08,0.91,25.84,1,14
5.12,0.63,5.1,0.03,0.66,13.14,1,14
5.09,0.62,5.45,0.12,0.97,23.09,1,14
3.45,0.39,2.97,0.14,0.6,19.12,1,16
5.47,0.44,5.6,0.12,0.82,5.74,1,14
5.4,0.53,5.37,0.13,0.8,11.27,1,14
6.28,0.38,6.19,0.09,1.08,17.17,1,15
3.93,0.52,4.31,0.1,0.46,22.96,1,14
4.31,0.42,4.5,0.12,0.87,10.75,1,16
6.41,0.16,6.23,0.04,0.82,12.35,1,17
5.77,0.22,5.61,0.15,0.88,16.24,1,22
4.26,0.1,3.77,0.18,0.99,11.72,1,12
7.52,0.31,7.83,0.17,0.86,21.34,1,20
4.92,0.16,4.59,0.1,0.84,14.48,1,16
5.22,0.31,5.44,0.15,0.91,12.3,1,14
4.56,0.52,4.53,0.14,0.81,14.4,1,12
5.38,0.53,5.15,0.09,1.16,15.26,1,24
4.59,0.05,4.68,0.09,0.73,22.16,1,13
3.51,0.35,3.45,0.05,0.98,3.0,1,17
5.9,0.7,6.09,0.11,0.47,17.38,1,9
4.57,0.24,4.48,0.08,0.99,20.83,1,16
5.4,-0.06,4.98,0.11,0.72,17.26,1,18
4.52,0.25,4.82,0.06,1.08,16.03,1,19
3.46,0.22,4.04,0.08,0.88,11.94,1,18
4.26,0.18,4.09,0.12,0.72,13.96,1,20
5.24,-0.04,5.41,0.09,0.83,12.09,1,16
5.16,0.2,4.96,0.07,0.88,5.33,1,14
4.68,0.51,4.35,0.12,1.21,17.27,1,17
4.56,0.23,4.75,0.14,0.7,15.86,1,21
5.78,0.4,5.59,0.15,0.84,15.72,1,17
4.47,0.43,4.62,0.04,0.74,11.19,1,13
7.7,0.33,7.31,0.18,0.6,9.74,1,15
3.44,0.22,2.82,0.08,1.27,17.33,1,17
5.86,0.6,6.04,0.11,0.4,16.78,1,14
4.84,0.12,4.55,0.11,0.68,8.38,1,17
4.43,0.07,5.18,0.12,0.59,19.31,1,13
4.57,-0.04,4.76,0.1,0.98,6.68,1,14
4.24,0.22,4.34,0.12,0.55,9.99,1,14
7.84,0.38,7.9,0.17,0.59,9.74,1,14
5.22,-0.05,5.04,0.09,0.74,16.11,1,14
3.18,0.69,3.05,0.04,0.81,12.63,1,17
5.34,0.34,5.24,0.21,1.06,12.97,1,16
4.87,0.58,4.91,0.12,0.81,25.69,1,19
4.74,0.56,5.14,0.02,0.92,20.17,1,18
5.33,0.59,5.29,0.15,0.82,12.55,1,17
5.0,0.54,4.58,0.04,0.4,16.5,1,10
5.62,0.51,6.01,0.16,0.62,13.9,1,15
5.95,0.03,6.04,0.07,0.89,16.33,1,15
2.73,0.31,2.71,0.17,0.43,18.26,1,15
5.15,0.31,4.9,0.07,1.01,16.0,1,19
6.1,0.31,6.16,0.15,0.71,17.1,1,12
5.12,0.33,4.71,0.03,0.75,10.56,1,16
6.14,0.33,6.31,0.11,0.74,23.63,1,20
4.93,0.27,5.23,0.04,0.61,19.34,1,9
5.5,0.38,5.24,0.09,0.77,23.43,1,18
4.49,0.33,4.39,0.08,0.52,10.49,1,15
4.1,0.3,4.18,0.17,0.8,14.39,1,17
5.08,0.09,4.62,0.08,0.83,16.03,1,14
3.82,0.41,3.72,0.06,0.68,24.04,1,15
4.9,0.43,5.5,0.14,0.92,15.38,1,17
2.36,0.3,2.56,0.08,0.71,18.26,1,10
5.72,0.16,5.35,0.18,0.82,14.7,1,21
4.24,0.45,4.05,0.05,0.56,15.91,1,12
5.89,0.26,5.7,0.11,0.3,21.36,1,14
5.5,0.54,5.47,0.1,0.7,18.52,1,14
5.46,0.35,5.74,0.13,0.46,19.73,1,14
5.56,0.14,5.91,0.08,0.77,16.13,1,18
4.82,0.37,4.25,0.11,0.66,5.6,1,12
5.87,0.12,5.86,0.14,0.68,17.68,1,17
4.27,0.35,4.88,0.11,0.62,14.16,1,10
4.63,0.56,4.17,0.13,0.64,16.43,1,18
4.4,0.17,4.77,0.03,1.28,18.19,1,16
5.52,0.04,5.83,0.12,0.88,19.39,1,20
4.14,0.12,4.12,0.07,1.04,12.87,1,16
5.37,0.12,4.97,0.17,0.52,16.82,1,16
5.1,0.13,4.97,0.1,1.06,10.9,1,10
4.72,0.26,5.07,0.07,0.71,15.72,1,9
6.58,0.44,6.61,0.07,0.82,18.53,1,14
4.85,0.5,4.3,0.09,0.68,16.75,1,16
5.09,0.51,4.92,0.07,0.77,17.93,1,14
2.89,0.1,2.59,0.1,0.95,20.58,1,17
3.62,0.2,3.57,0.04,0.76,16.45,1,20
3.54,0.8,3.37,0.08,0.69,20.32,1,17
5.66,0.13,5.42,0.22,0.83,15.06,1,11
6.11,0.35,5.74,0.23,0.84,10.32,1,13
6.42,-0.05,6.65,0.09,0.87,22.17,1,19
2.98,0.61,2.91,0.07,0.9,17.1,1,14
2.96,0.29,2.92,0.16,1.09,15.94,1,20
5.85,0.36,5.83,0.12,0.93,14.37,1,16
6.96,0.56,6.83,0.12,0.84,24.9,1,18
6.08,-0.09,6.64,0.04,0.49,21.52,1,12
4.23,0.47,4.01,0.1,0.93,16.42,1,17
4.64,0.63,4.81,0.13,0.77,14.75,1,17
2.1,0.18,2.32,0.09,0.51,9.18,1,6
4.5,0.36,4.22,0.02,0.58,18.04,1,12
5.46,0.38,5.6,0.14,0.88,5.58,1,12
6.52,0.41,6.8,0.03,1.18,12.42,1,19
3.25,0.3,3.52,0.12,1.17,16.23,1,14
5.8,0.44,5.92,0.04,1.15,19.83,1,15
5.02,0.32,5.38,0.06,0.72,17.43,1,20
4.42,0.31,4.44,0.19,0.73,13.3,1,14
6.31,0.42,6.58,0.1,0.83,11.9,1,15
5.63,0.32,4.88,0.11,0.55,17.97,1,16
5.91,0.55,5.6,0.11,1.08,17.66,1,15
4.28,0.55,3.92,0.16,1.04,9.81,1,16
4.16,0.44,4.34,0.03,0.85,21.66,1,17
5.25,0.18,5.39,0.1,0.71,25.72,1,11
4.13,0.16,3.72,0.15,0.67,19.45,1,14
5.45,0.36,5.07,0.08,0.7,21.21,1,16
2.83,0.2,2.5,0.18,0.88,17.99,1,13
5.03,0.28,4.58,0.08,0.6,18.88,1,15
3.65,0.14,3.8,0.18,0.77,12.67,1,15
3.42,0.15,3.03,0.09,0.57,12.57,1,9
5.75,0.33,6.09,0.04,0.83,9.79,1,16
4.25,0.38,4.23,0.19,1.02,13.46,1,14
4.78,0.13,5.05,0.12,1.15,26.08,1,21
4.86,-0.07,4.35,0.06,1.04,16.21,1,14
6.27,0.5,6.68,0.1,1.03,25.72,1,15
5.11,0.45,5.13,0.18,0.65,14.29,1,10
4.82,0.26,4.92,0.17,0.57,23.27,1,14
4.56,0.44,4.41,0.09,1.17,12.17,1,16
4.79,0.66,5.54,0.1,0.67,13.35,1,15
6.08,0.12,6.44,0.21,1.02,16.66,1,16
4.52,0.66,4.62,0.12,0.63,12.68,1,12
4.63,0.33,4.73,0.02,0.4,13.73,1,11
4.0,0.21,3.84,0.14,0.79,11.89,1,17
4.57,0.51,4.73,0.14,0.8,12.16,1,14
5.48,0.11,5.0,0.12,0.83,12.11,1,15
4.81,0.57,4.81,0.13,0.98,23.69,1,22
7.31,0.31,7.32,-0.02,0.71,8.57,1,12
6.24,-0.06,6.23,-0.02,0.96,23.17,1,19
4.22,0.71,4.28,0.13,0.65,10.72,1,15
3.21,0.45,3.38,0.12,0.4,25.48,1,16
5.87,0.51,5.54,0.07,0.43,18.77,1,15
4.73,-0.05,4.66,0.14,0.63,11.59,1,9
6.87,0.18,6.57,0.14,1.01,16.36,1,10
6.26,0.5,6.55,0.1,0.62,10.46,1,20
4.01,0.63,3.96,0.13,0.56,14.46,1,16
4.2,0.38,4.27,0.09,0.69,8.16,1,15
4.67,0.3,3.88,0.15,0.86,14.47,1,15
4.9,0.31,4.99,0.04,0.61,20.59,1,15
4.03,0.65,3.59,0.05,1.21,8.5,1,14
4.49,0.28,4.34,0.07,0.73,20.71,1,12
4.33,0.76,3.92,0.14,0.55,10.36,1,17
7.06,0.12,7.3,0.13,0.98,24.55,1,17
4.12,0.02,4.29,0.03,0.79,14.95,1,13
3.99,0.54,4.18,0.06,0.82,19.1,1,16
5.99,0.51,5.94,0.12,0.56,14.33,1,14
5.53,0.57,5.48,0.08,1.03,10.57,1,16
3.75,0.61,3.47,0.2,1.05,18.04,1,11
4.08,0.37,4.0,0.01,1.17,12.21,1,18
6.71,0.34,6.51,0.09,0.46,20.31,1,18
7.04,0.36,6.99,0.19,0.53,4.9,1,11
4.95,0.06,4.36,0.09,0.86,20.84,1,13
3.99,0.52,3.52,0.13,0.42,10.86,1,12
3.28,0.47,2.84,0.03,0.77,12.31,1,17
4.55,0.46,4.7,0.13,0.66,10.63,1,12
3.6,0.06,3.79,0.15,1.02,15.81,1,17
4.56,0.53,4.25,0.15,0.53,15.95,1,17
4.43,0.51,4.69,0.1,0.66,14.85,1,22
4.93,0.22,4.63,0.08,0.62,5.44,1,7
4.74,0.38,4.89,0.15,0.95,18.01,1,18
6.07,0.14,6.45,0.11,0.87,14.65,1,22
5.74,-0.08,5.15,0.04,0.37,13.01,1,13
7.61,0.37,7.41,0.09,0.66,20.33,1,19
4.76,0.7,4.77,0.14,0.68,20.99,1,18
5.06,0.2,5.36,0.06,0.95,4.5,1,14
4.82,0.1,4.64,0.12,0.57,25.94,1,16
5.32,0.26,5.28,0.14,0.86,15.05,1,12
4.06,0.02,4.07,0.16,0.68,15.19,1,10
5.35,0.16,5.39,0.11,0.84,8.1,1,19
3.83,0.52,3.47,0.1,0.85,11.69,1,18
4.78,0.24,4.87,0.06,0.89,16.38,1,19
4.49,0.45,4.76,0.12,0.75,22.36,1,17
3.53,0.61,4.06,0.04,0.58,10.96,1,17
5.48,0.31,5.14,0.04,0.59,14.06,1,13
5.31,0.25,5.54,0.19,0.76,12.86,1,17
4.85,0.11,4.51,0.04,0.69,-0.02,1,13
4.8,0.03,4.45,0.13,0.77,25.33,1,13
4.91,0.28,4.88,0.13,0.9,18.03,1,20
3.62,0.31,3.23,0.09,0.62,17.38,1,10
6.3,0.47,5.85,0.1,0.74,4.93,1,12
4.51,0.23,4.01,0.08,0.57,20.6,1,11
3.96,0.46,3.97,0.05,1.0,15.57,1,18
6.95,0.29,6.6,0.11,0.82,16.73,1,12
3.86,0.26,3.99,0.08,0.72,11.37,1,12
5.46,0.52,5.58,0.19,0.29,19.48,1,12
2.83,0.15,2.83,0.09,1.02,12.27,1,21
4.37,0.22,4.22,0.14,1.09,10.09,1,19
6.65,0.48,6.8,0.11,0.74,8.88,1,15
4.44,0.41,4.12,0.24,1.05,6.67,1,13
5.1,0.27,5.3,0.17,0.87,12.18,1,12
5.08,0.54,4.93,0.11,0.78,21.47,1,19
6.5,0.47,7.04,0.07,0.56,16.03,1,12
4.52,-0.01,4.34,0.15,0.56,22.95,1,15
4.85,0.6,5.01,0.1,1.24,30.25,1,17
3.44,-0.01,3.26,0.03,0.68,20.63,1,19
5.09,0.52,5.32,0.09,0.56,18.9,1,8
6.01,0.63,6.1,0.09,0.59,3.96,1,14
4.73,0.35,4.49,0.23,0.9,14.92,1,14
6.29,0.53,6.85,0.1,0.59,15.03,1,18
4.63,0.47,4.78,0.05,0.92,15.58,1,12
6.51,0.12,6.53,0.11,0.82,12.54,1,16
6.56,0.22,7.1,0.13,0.74,17.8,1,8
6.43,0.33,6.42,0.14,0.82,14.84,1,18
6.08,0.23,5.98,0.11,0.37,18.98,1,14
5.14,0.02,5.35,0.09,0.62,13.92,1,14
4.34,0.34,3.98,0.09,0.56,25.6,1,14
4.65,0.12,5.3,0.17,0.84,5.64,1,14
5.37,0.45,5.82,0.09,0.92,10.05,1,13
2.57,0.49,2.66,0.14,0.81,13.23,1,19
5.1,0.28,4.95,0.07,0.74,12.02,1,17
6.53,0.27,6.16,0.11,0.65,3.37,1,15
4.19,0.23,4.15,0.12,1.18,7.99,1,15
4.53,0.2,5.18,0.16,0.74,16.63,1,21
5.26,0.23,5.19,0.05,0.84,19.67,1,11
7.06,0.26,7.2,0.04,0.59,14.82,1,13
5.21,0.36,5.04,0.09,0.46,11.37,1,13
6.26,0.39,6.18,0.11,0.86,17.41,1,20
6.82,0.53,6.85,0.02,0.81,7.45,1,13
3.55,0.36,3.68,0.11,0.9,14.21,1,16
6.17,0.24,6.1,0.03,0.86,29.05,1,20
4.1,0.5,4.29,0.1,0.78,6.33,1,18
4.58,0.5,4.22,0.08,0.67,12.81,1,14
5.8,0.51,5.73,0.07,0.94,10.68,1,14
5.62,0.24,5.85,0.11,0.55,15.36,1,14
4.38,0.43,4.45,0.15,1.12,19.41,1,12
4.63,-0.26,4.45,0.13,0.91,26.44,1,17
6.32,0.61,6.26,0.1,0.66,12.59,1,18
5.67,-0.06,5.39,0.2,0.66,8.48,1,10
5.09,0.05,4.65,0.09,0.72,9.78,1,16
4.87,0.4,5.09,0.09,0.66,25.5,1,19
5.35,0.61,5.36,0.11,0.43,18.01,1,10
5.6,0.16,5.36,0.07,0.75,7.27,1,15
4.73,0.02,4.88,0.06,0.76,24.22,1,18
4.13,0.31,3.99,0.1,0.48,15.98,1,10
4.0,0.43,3.72,0.11,0.69,20.3,1,16
5.88,0.3,5.6,0.09,0.46,6.98,1,9
5.74,0.45,5.57,0.16,0.85,28.71,1,15
4.7,0.07,4.26,0.06,0.88,9.02,1,20
5.78,0.28,6.07,0.1,0.44,24.05,1,13
